theorem_id,attempt_id,theorem_text,subject,difficulty,model,temperature,prompt,proof_text,proof_length_words,num_equation_symbols,contains_induction,contains_contradiction,contains_contrapositive,contains_bijection,contains_casework,contains_clearly_obvious,suggested_strategy,strategy,correct,error_type,notes,batch
7,4,Prove that every finite integral domain is a field.,algebra,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every finite integral domain is a field.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every finite integral domain is a field.

---

**Proof:**

Let \( R \) be a finite integral domain. We want to show that \( R \) is a field; that is, every nonzero element of \( R \) has a multiplicative inverse.

---

**Step 1: Definitions and setup**

- An **integral domain** \( R \) is a commutative ring with unity \( 1 \neq 0 \) and no zero divisors. Formally, for any \( a, b \in R \), if \( ab = 0 \), then either \( a = 0 \) or \( b = 0 \).

- A **field** is a commutative ring with unity in which every nonzero element has a multiplicative inverse.

We assume \( R \) is finite and an integral domain, and we want to prove that for every \( a \in R \setminus \{0\} \), there exists \( b \in R \) such that \( ab = 1 \).

---

**Step 2: Consider an arbitrary nonzero element**

Let \( a \in R \) with \( a \neq 0 \).

Define the function \( f_a: R \to R \) by:
\[
f_a(x) = a \cdot x
\]
for all \( x \in R \).

---

**Step 3: Show that \( f_a \) is injective**

Suppose \( f_a(x_1) = f_a(x_2) \) for some \( x_1, x_2 \in R \). Then
\[
a \cdot x_1 = a \cdot x_2.
\]
Because \( R \) is commutative, subtracting, we get:
\[
a \cdot (x_1 - x_2) = 0.
\]

Since \( R \) is an integral domain and \( a \neq 0 \), the product \( a \cdot (x_1 - x_2) = 0 \) implies
\[
x_1 - x_2 = 0,
\]
or equivalently,
\[
x_1 = x_2.
\]

Thus, \( f_a \) is injective.

---

**Step 4: Use finiteness to conclude surjectivity**

Since \( R \) is finite and \( f_a: R \to R \) is injective, it must also be surjective (injective functions from a finite set to itself are bijections). Therefore,
\[
\exists b \in R \text{ such that } f_a(b) = a \cdot b = 1.
\]

---

**Step 5: Conclusion**

We have shown that for every nonzero \( a \in R \), there exists \( b \in R \) such that
\[
a \cdot b = 1.
\]

Therefore, every nonzero element of \( R \) has a multiplicative inverse, and thus \( R \) is a field.

---

**Q.E.D.**",409,36,False,False,False,True,False,False,bijection,bijection,1.0,none,Valid bijection proof; correctly uses no zero divisors to get injectivity.,easy
7,5,Prove that every finite integral domain is a field.,algebra,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every finite integral domain is a field.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every finite integral domain is a field.

---

**Proof:**

Let \(D\) be a finite integral domain. We want to prove that \(D\) is a field, i.e., every nonzero element of \(D\) has a multiplicative inverse in \(D\).

---

**Step 1: Definitions and setup**

- An **integral domain** is a commutative ring with unity \(1 \neq 0\) and no zero divisors.
- A **field** is a commutative ring with unity in which every nonzero element is a unit (has a multiplicative inverse).
- Since \(D\) is finite, let \(|D| = n\).

---

**Step 2: Consider an arbitrary nonzero element**

Let \(a \in D\) and \(a \neq 0\). We want to show there exists \(b \in D\) such that \(ab = 1\).

---

**Step 3: Define the multiplication map**

Define the map 
\[
f_a : D \to D, \quad f_a(x) = a x.
\]

---

**Step 4: Show \(f_a\) is injective**

Suppose \(f_a(x) = f_a(y)\) for some \(x, y \in D\). Then
\[
a x = a y \implies a(x - y) = 0.
\]

Since \(D\) is an integral domain and \(a \neq 0\), the product \(a(x - y) = 0\) implies
\[
x - y = 0 \implies x = y.
\]

Thus, \(f_a\) is injective.

---

**Step 5: Use finiteness to conclude surjectivity**

Because \(D\) is finite and \(f_a\) is injective, \(f_a\) must also be surjective. (This follows from the pigeonhole principle: an injective map from a finite set to itself is bijective.)

---

**Step 6: Existence of the inverse**

Since \(f_a\) is surjective, there exists some \(b \in D\) such that
\[
f_a(b) = a b = 1.
\]

Hence, \(b\) is the multiplicative inverse of \(a\).

---

**Step 7: Conclusion**

Since \(a \in D\) was an arbitrary nonzero element and we found \(b \in D\) such that \(ab = 1\), every nonzero element of \(D\) is invertible.

Therefore, \(D\) is a field.

---

**Q.E.D.**",318,22,False,False,False,False,False,False,construction,construction,1.0,none,Valid proof; pigeonhole principle justifies surjectivity.,easy
8,1,Prove that every subgroup of a cyclic group is cyclic.,algebra,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every subgroup of a cyclic group is cyclic.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every subgroup of a cyclic group is cyclic.

---

**Proof:**

Let \( G \) be a cyclic group. By definition, there exists an element \( g \in G \) such that 
\[
G = \langle g \rangle = \{ g^n : n \in \mathbb{Z} \}.
\]

Let \( H \) be a subgroup of \( G \). We want to show that \( H \) is cyclic.

---

**Step 1:** Consider the case when \( H = \{e\} \), where \( e \) is the identity element of \( G \).

- In this case, \( H \) is cyclic since \( H = \langle e \rangle \).

---

**Step 2:** Now assume \( H \neq \{e\} \).

- Since \( H \subseteq G = \langle g \rangle \), every element of \( H \) can be written as \( g^m \) for some integer \( m \).

- Define the set 
\[
S = \{ n \in \mathbb{Z}^+ : g^n \in H \},
\]
where \(\mathbb{Z}^+\) denotes the positive integers.

- Note that \( S \) is nonempty because \( H \neq \{e\} \) and \( H \) contains some element \( g^m \neq e \). If \( g^m \in H \), then either \( m > 0 \) or \( -m > 0 \). Because \( H \) is a group, \( g^{-m} = (g^m)^{-1} \in H \), so at least one of \( m \) or \( -m \) is positive, so \( S \neq \emptyset \).

---

**Step 3:** Since \( S \) is a nonempty subset of the positive integers, by the well-ordering principle, \( S \) has a least element. Let
\[
d = \min S.
\]

---

**Step 4:** We claim that 
\[
H = \langle g^d \rangle.
\]

- First, \( g^d \in H \) by definition of \( d \).

- Since \( H \) is a subgroup, \( \langle g^d \rangle \subseteq H \).

- To show the reverse inclusion \( H \subseteq \langle g^d \rangle \), take any element \( h \in H \).

- Since \( h \in G = \langle g \rangle \), there exists an integer \( m \) such that
\[
h = g^m.
\]

---

**Step 5:** Use the division algorithm on \( m \) with divisor \( d \):

\[
m = qd + r,
\]
where \( q, r \in \mathbb{Z} \) and \( 0 \leq r < d \).

Then,
\[
h = g^m = g^{qd + r} = g^{qd} g^r = (g^d)^q g^r.
\]

Since \( h \in H \) and \( (g^d)^q \in \langle g^d \rangle \subseteq H \), it follows that
\[
g^r = h (g^d)^{-q} \in H.
\]

---

**Step 6:** But \( r \) is a nonnegative integer less than \( d \).

- If \( r > 0 \), then \( g^r \in H \) and \( r \in S \), contradicting the minimality of \( d \).

- Therefore, \( r = 0 \).

---

**Step 7:** Since \( r = 0 \), 
\[
h = (g^d)^q \in \langle g^d \rangle.
\]

This shows \( H \subseteq \langle g^d \rangle \).

---

**Conclusion:**

We have shown that
\[
H = \langle g^d \rangle,
\]
hence \( H \) is cyclic. This completes the proof.

\[
\boxed{}
\]",554,60,False,False,False,False,True,False,casework,casework,1.0,none,"Valid minimal-positive-exponent proof, including the trivial subgroup case.",easy
8,2,Prove that every subgroup of a cyclic group is cyclic.,algebra,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every subgroup of a cyclic group is cyclic.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every subgroup of a cyclic group is cyclic.

---

**Proof:**

Let \( G \) be a cyclic group and \( H \leq G \) a subgroup of \( G \). We want to show that \( H \) is cyclic.

Since \( G \) is cyclic, there exists an element \( g \in G \) such that
\[
G = \langle g \rangle = \{ g^n \mid n \in \mathbb{Z} \}.
\]

---

**Step 1: Consider the subgroup \(H\)**

Since \( H \leq G \), every element \( h \in H \) can be written as \( h = g^m \) for some integer \( m \).

---

**Step 2: Define the set of exponents**

Consider the set of integers
\[
S = \{ n \in \mathbb{Z} : g^n \in H \}.
\]

By definition of \(H\), \(S\) is the set of all integers \(n\) such that \(g^n\) lies in \(H\).

---

**Step 3: Properties of \(S\)**

- Note that \(0 \in S\) because \(g^0 = e \in H\), where \(e\) is the identity element.
  
- Since \(H\) is a subgroup (and hence closed under inverses), if \(n \in S\), then \(-n \in S\).

- Since \(H\) is closed under the group operation, if \(m, n \in S\), then \(m + n \in S\).

Thus, \(S\) is a subgroup of \((\mathbb{Z}, +)\), the integers under addition.

---

**Step 4: \(S\) as a subgroup of \(\mathbb{Z}\)**

It is a well-known fact that the subgroups of \(\mathbb{Z}\) are of the form
\[
d\mathbb{Z} = \{ dk : k \in \mathbb{Z} \},
\]
for some nonnegative integer \( d \geq 0 \).

---

**Step 5: Identify the generator of \(H\)**

- If \(H = \{e\}\), then \(S = \{0\}\), and \(H = \langle g^0 \rangle\) is cyclic.

- If \(H\) is nontrivial, then \(S = d\mathbb{Z}\) for some smallest positive integer \(d\).

Hence,
\[
S = \{ dn : n \in \mathbb{Z} \}.
\]

---

**Step 6: Show \(H = \langle g^d \rangle\)**

For any \(h \in H\), we have \(h = g^n\) for some \(n \in S\), so \(n = dk\) for some integer \(k\). Thus,
\[
h = g^n = g^{dk} = (g^d)^k.
\]

This shows every element of \(H\) is a power of \(g^d\), so
\[
H \subseteq \langle g^d \rangle.
\]

Conversely, since \(g^d \in H\), all powers of \(g^d\) lie in \(H\), so
\[
\langle g^d \rangle \subseteq H.
\]

Combining these,
\[
H = \langle g^d \rangle,
\]
which means \(H\) is cyclic, generated by \(g^d\).

---

**Conclusion:**

Every subgroup \(H\) of a cyclic group \(G = \langle g \rangle\) is itself cyclic, generated by \(g^d\) where \(d\) is the smallest positive integer such that \(g^d \in H\).

**Q.E.D.**",453,43,False,False,False,False,False,True,construction,construction,1.0,none,Valid proof using the subgroup of Z exponent set.,easy
8,3,Prove that every subgroup of a cyclic group is cyclic.,algebra,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every subgroup of a cyclic group is cyclic.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every subgroup of a cyclic group is cyclic.

---

**Proof:**

Let \( G \) be a cyclic group, and let \( H \) be a subgroup of \( G \).

Because \( G \) is cyclic, there exists an element \( g \in G \) such that
\[
G = \langle g \rangle = \{ g^n \mid n \in \mathbb{Z} \}.
\]

We want to prove that \( H \) is cyclic.

---

**Case 1: \( H = \{ e \} \) is the trivial subgroup**

If \( H = \{ e \} \), then \( H = \langle e \rangle \) is cyclic by definition, generated by the identity element \( e \). The theorem holds in this case.

---

**Case 2: \( H \neq \{ e \} \)**

Since \( H \) is a subgroup of \( G \), it consists of some powers of \( g \). Because \( H \neq \{ e \} \), \( H \) contains some element \( g^m \neq e \). Consider the set
\[
S = \{ n \in \mathbb{Z} \mid g^n \in H \}.
\]

Since \( g^0 = e \in H \), the set \( S \) is a nonempty subset of integers containing 0. Also, because \( H \) is closed under inverses, if \( n \in S \), then \( -n \in S \).

Since \( H \neq \{ e \} \), there exist nonzero integers in \( S \). Let
\[
m = \min \{ n \in \mathbb{N} \mid n > 0, g^n \in H \}
\]
be the smallest positive integer such that \( g^m \in H \). Such an \( m \) exists by the well-ordering principle, because the positive integers in \( S \) form a nonempty subset of \( \mathbb{N} \).

---

**Claim:** \( H = \langle g^m \rangle \).

---

**Proof of claim:**

1. **\( \langle g^m \rangle \subseteq H \):**

By definition of \( m \), \( g^m \in H \), and since \( H \) is a subgroup, it is closed under powers of its elements. Hence,
\[
\langle g^m \rangle = \{ g^{mk} \mid k \in \mathbb{Z} \} \subseteq H.
\]

2. **\( H \subseteq \langle g^m \rangle \):**

Take any element \( h \in H \). Since \( h \in G = \langle g \rangle \), there exists an integer \( k \) such that
\[
h = g^k.
\]

By the division algorithm, there exist integers \( q \) and \( r \) such that
\[
k = qm + r,
\]
where \( 0 \leq r < m \).

Then,
\[
h = g^k = g^{qm + r} = g^{qm} g^r = (g^m)^q g^r.
\]

Since \( g^k = h \in H \) and \( (g^m)^q \in H \) (as shown in step 1), and \( H \) is closed under inverses, it follows that
\[
g^r = (g^m)^{-q} h \in H.
\]

Recall that \( r \) is a nonnegative integer less than \( m \). By the minimality of \( m \), the only way \( g^r \in H \) can hold is if \( r = 0 \). Otherwise, \( r \) would be a smaller positive integer with \( g^r \in H \), contradicting the minimality of \( m \).

Therefore, \( r = 0 \), and thus,
\[
h = (g^m)^q \in \langle g^m \rangle.
\]

This shows \( H \subseteq \langle g^m \rangle \).

---

Since both inclusions hold,
\[
H = \langle g^m \rangle,
\]
meaning \( H \) is cyclic, generated by \( g^m \).

---

**Conclusion:**

Every subgroup \( H \) of a cyclic group \( G \) is itself cyclic.

---

\(\blacksquare\)",618,60,False,False,False,False,True,True,casework,casework,1.0,none,Valid casework proof; division algorithm establishes H=<g^m>.,easy
8,4,Prove that every subgroup of a cyclic group is cyclic.,algebra,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every subgroup of a cyclic group is cyclic.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every subgroup of a cyclic group is cyclic.

---

**Proof:**

Let \( G \) be a cyclic group and \( H \) be a subgroup of \( G \).

Since \( G \) is cyclic, there exists an element \( g \in G \) such that
\[
G = \langle g \rangle = \{ g^n \mid n \in \mathbb{Z} \}.
\]

We want to show that \( H \) is also cyclic.

---

**Step 1: Consider the structure of \( H \).**

Because \( H \subseteq G \), every element \( h \in H \) can be written as \( h = g^k \) for some integer \( k \).

Hence,
\[
H \subseteq \{ g^n \mid n \in \mathbb{Z} \}.
\]

---

**Step 2: If \( H = \{ e \} \), then \( H = \langle e \rangle \) is cyclic.**

Here, \( e \) is the identity element of the group \( G \), and the trivial subgroup is cyclic.

---

**Step 3: Assume \( H \neq \{ e \} \).**

Since \( H \) contains elements other than the identity, consider the set
\[
S = \{ n \in \mathbb{Z}^+ \mid g^n \in H \},
\]
the set of positive integers \( n \) such that \( g^n \in H \).

Because \( H \) is a subgroup and nontrivial, \( S \) is nonempty.

---

**Step 4: By the well-ordering principle, \( S \) has a smallest element.**

Let \( m = \min S \).

---

**Step 5: Show that \( H = \langle g^m \rangle \).**

- First, note \( g^m \in H \) by definition of \( m \).

- We need to show that any \( h \in H \) can be expressed as \( h = (g^m)^t = g^{mt} \) for some integer \( t \).

Take any \( h \in H \), then \( h = g^k \) for some integer \( k \).

By the division algorithm, there exist unique integers \( q \) and \( r \) such that
\[
k = qm + r, \quad 0 \leq r < m.
\]

Then,
\[
h = g^k = g^{qm + r} = g^{qm} g^r = (g^m)^q g^r.
\]

Since \( h \in H \) and \((g^m)^q \in H\) (because \( g^m \in H \) and \( H \) is a subgroup, closed under powers), it follows that
\[
g^r = h (g^m)^{-q} \in H.
\]

Because \( r \geq 0 \), \( g^r \in H \).

- If \( r = 0 \), then obviously \( h = (g^m)^q \in \langle g^m \rangle \).

- If \( r > 0 \), this contradicts the minimality of \( m \) since \( r < m \), and \( g^r \in H \), meaning \( r \in S \) and \( r < m \).

Therefore, \( r = 0 \).

---

**Step 6: Conclusion.**

Since every element \( h \in H \) can be written as \( h = (g^m)^q \), it follows that
\[
H = \langle g^m \rangle,
\]
and thus \( H \) is cyclic.

---

**End of the proof.**",525,61,False,False,False,False,False,True,direct,direct,1.0,none,Valid direct/minimal exponent proof; no major gaps.,easy
8,5,Prove that every subgroup of a cyclic group is cyclic.,algebra,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every subgroup of a cyclic group is cyclic.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every subgroup of a cyclic group is cyclic.

---

**Proof:**

Let \( G \) be a cyclic group, and let \( H \) be any subgroup of \( G \).

Since \( G \) is cyclic, there exists an element \( g \in G \) such that
\[
G = \langle g \rangle = \{ g^n \mid n \in \mathbb{Z} \}.
\]

We want to show that \( H \) is also cyclic, i.e., there exists some element \( h \in H \) such that
\[
H = \langle h \rangle.
\]

---

**Step 1: Consider the case when \( H = \{e\} \) is the trivial subgroup**

If \( H = \{e\} \), then \( H \) is cyclic since it is generated by the identity element \( e = g^0 \). So,
\[
H = \langle e \rangle.
\]

---

**Step 2: Assume \( H \neq \{e\} \)**

Since \( H \subseteq G = \langle g \rangle \), every element of \( H \) is of the form \( g^k \) for some integer \( k \).

Define the set
\[
S = \{ n \in \mathbb{Z}^+ : g^n \in H \},
\]
where \(\mathbb{Z}^+\) denotes the set of positive integers.

Since \( H \neq \{e\} \), there exists at least one non-identity element in \( H \), so \( S \) is nonempty.

---

**Step 3: Use the Well-Ordering Principle**

Because \( S \subseteq \mathbb{Z}^+ \) and \( S \neq \emptyset \), by the Well-Ordering Principle, \( S \) has a least element. Denote this element by \( m \):
\[
m = \min S.
\]

---

**Step 4: Show \( H = \langle g^m \rangle \)**

We will show that \( H \) is generated exactly by \( g^m \), that is,
\[
H = \langle g^m \rangle = \{ g^{mk} \mid k \in \mathbb{Z} \}.
\]

- First, since \( m \in S \), \( g^m \in H \), so \( \langle g^m \rangle \subseteq H \).

- Now, take any element \( h \in H \). Since \( H \subseteq G = \langle g \rangle \), there exists an integer \( k \) such that
\[
h = g^k.
\]

Use the division algorithm to write \( k \) as
\[
k = q m + r,
\]
where \( q, r \in \mathbb{Z} \) and \( 0 \leq r < m \).

Then
\[
h = g^k = g^{q m + r} = g^{q m} g^r = (g^m)^q g^r.
\]

Since \( h \in H \) and \( (g^m)^q \in \langle g^m \rangle \subseteq H \), we have
\[
g^r = h (g^m)^{-q} \in H,
\]
because \( H \) is a subgroup and therefore closed under product and inverses.

---

**Step 5: Conclude \( r = 0 \)**

Recall that \( r \) is a nonnegative integer less than \( m \), and \( g^r \in H \).

- If \( r = 0 \), then \( h \in \langle g^m \rangle \) as desired.

- If \( r > 0 \), then \( r \in S \) because \( g^r \in H \), contradicting the minimality of \( m \).

Thus, the only possibility is \( r = 0 \).

---

**Step 6: Final statement**

Since for every \( h \in H \), \( h \in \langle g^m \rangle \), we conclude that
\[
H \subseteq \langle g^m \rangle.
\]

Together with the earlier inclusion \( \langle g^m \rangle \subseteq H \), we have
\[
H = \langle g^m \rangle,
\]
which means \( H \) is cyclic.

---

**Therefore, every subgroup \( H \) of",606,62,False,False,False,False,True,True,casework,casework,1.0,none,"Valid proof; final sentence is truncated, but the subgroup equality was already established.",easy
9,1,Prove that every tree with n vertices has n-1 edges.,graph theory,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every tree with n vertices has n-1 edges.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every tree with \( n \) vertices has \( n - 1 \) edges.

---

**Proof:**

We proceed by induction on the number of vertices \( n \).

**Base Case:**

- For \( n = 1 \), a tree with a single vertex has no edges.
- Thus, the number of edges is \( 1 - 1 = 0 \).
- The statement holds for \( n = 1 \).

---

**Inductive Hypothesis:**

Assume that every tree with \( k \) vertices has exactly \( k - 1 \) edges, for some integer \( k \geq 1 \).

---

**Inductive Step:**

We need to show that every tree with \( k+1 \) vertices has exactly \( k \) edges.

1. Let \( T \) be a tree with \( k + 1 \) vertices.

2. Since \( T \) is a tree, it is connected and acyclic.

3. It is a known property of trees that there is at least one **leaf vertex**—a vertex with degree 1.

4. Select a leaf vertex \( v \) in \( T \), and remove it along with its single incident edge.

   - Removing \( v \) and its edge results in a graph \( T' \) with \( (k + 1) - 1 = k \) vertices.

5. We need to argue that \( T' \) is still a tree:

   - **Acyclicity:** Removing a vertex and an edge cannot create cycles, so \( T' \) remains acyclic.
   
   - **Connectedness:** Since \( v \) was a leaf connected to exactly one other vertex, removing \( v \) does not disconnect any other vertices. Therefore, \( T' \) remains connected.

6. By the inductive hypothesis, \( T' \) has exactly \( k - 1 \) edges.

7. Since \( T \) was formed by adding vertex \( v \) and one edge to \( T' \), the number of edges in \( T \) is:

   \[
   (k - 1) + 1 = k.
   \]

Thus, a tree with \( k + 1 \) vertices has \( k \) edges.

---

**Conclusion:**

By the principle of mathematical induction, every tree with \( n \) vertices has exactly \( n - 1 \) edges.

\[
\boxed{}
\]

**Q.E.D.**",372,6,True,False,False,False,True,False,induction,induction,1.0,none,Valid induction proof using deletion of a leaf.,easy
9,2,Prove that every tree with n vertices has n-1 edges.,graph theory,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every tree with n vertices has n-1 edges.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every tree with \( n \) vertices has \( n - 1 \) edges.

---

**Proof:**

We proceed by mathematical induction on the number of vertices \( n \).

**Base Case:**  
Let \( n = 1 \).  
A tree with a single vertex and no edges trivially has \( 1 - 1 = 0 \) edges.  
Thus, the statement holds for \( n = 1 \).

---

**Inductive Hypothesis:**  
Assume that every tree with \( k \) vertices has \( k - 1 \) edges, for some \( k \geq 1 \).

---

**Inductive Step:**  
We need to show that every tree with \( k + 1 \) vertices has \( (k + 1) - 1 = k \) edges.

Let \( T \) be a tree with \( k + 1 \) vertices. By definition, \( T \) is a connected, acyclic graph.

1. Since \( T \) is a tree, it must have at least one vertex of degree 1 (a leaf). This is guaranteed because if there were no leaves, the graph would contain cycles or would not be connected.

2. Let \( v \) be a leaf vertex in \( T \), and let \( e \) be the unique edge incident to \( v \).

3. Remove the vertex \( v \) and the edge \( e \) from \( T \). Denote the resulting graph as \( T' \).

4. The graph \( T' \) has:
   - \( k + 1 - 1 = k \) vertices,
   - and since only one edge was removed, the number of edges in \( T' \) is \( |E(T)| - 1 \).

5. We claim that \( T' \) is still a tree:
   - **\( T' \) is connected:** Removing a leaf and its edge cannot disconnect the graph because the leaf was connected to the rest of the tree by exactly one edge.
   - **\( T' \) is acyclic:** Since \( T \) was acyclic, removing a leaf and its edge cannot create cycles.

6. By the inductive hypothesis, since \( T' \) is a tree with \( k \) vertices, it must have \( k - 1 \) edges:
   \[
   |E(T')| = k - 1
   \]

7. Since \( T \) was formed by adding leaf \( v \) and edge \( e \) to \( T' \), the number of edges in \( T \) is:
   \[
   |E(T)| = |E(T')| + 1 = (k - 1) + 1 = k
   \]

---

**Conclusion:**  
By induction, every tree with \( n \) vertices has \( n - 1 \) edges.

\[
\boxed{
\text{Q.E.D.}
}
\]",441,10,True,False,False,False,True,True,induction,induction,1.0,none,Valid induction proof; removing a leaf gives a smaller tree.,easy
9,3,Prove that every tree with n vertices has n-1 edges.,graph theory,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every tree with n vertices has n-1 edges.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every tree with \( n \) vertices has \( n-1 \) edges.

---

**Proof:**

**Definitions:**

- A **tree** is a connected, acyclic graph.
- Let \( T = (V, E) \) be a tree with \( |V| = n \) vertices and \( |E| = m \) edges.

We want to prove that \( m = n - 1 \).

---

**Proof by induction on the number of vertices \( n \):**

**Base case:**

- When \( n = 1 \), the tree has a single vertex and no edges.
- Thus, \( m = 0 = 1 - 1 \).
- The statement holds for \( n = 1 \).

---

**Inductive hypothesis:**

Assume that every tree with \( k \) vertices has exactly \( k - 1 \) edges, for some integer \( k \geq 1 \).

---

**Inductive step:**

Consider a tree \( T \) with \( k + 1 \) vertices.

- Since \( T \) is a tree, it is connected and acyclic.
- A fundamental property of trees is that they have at least one leaf vertex (a vertex of degree 1). Denote this leaf vertex by \( v \).

Remove the leaf vertex \( v \) and the edge \( e \) connected to it, resulting in a graph \( T' \):

- \( T' \) has \( k + 1 - 1 = k \) vertices.
- \( T' \) has \( m - 1 \) edges.

Because removing a leaf vertex and its edge cannot disconnect the graph or create cycles, \( T' \) remains a tree (connected and acyclic).

By the inductive hypothesis, since \( T' \) is a tree with \( k \) vertices, it must have \( k - 1 \) edges:

\[
|E(T')| = m - 1 = k - 1.
\]

From this, solve for \( m \):

\[
m = k - 1 + 1 = k.
\]

Since \( k = (k + 1) - 1 \), this means the original tree \( T \) with \( k + 1 \) vertices has:

\[
m = (k + 1) - 1
\]

edges.

---

**Conclusion:**

By mathematical induction, every tree with \( n \) vertices has exactly \( n - 1 \) edges.

---

**Q.E.D.**",382,16,True,False,False,False,True,False,induction,induction,1.0,none,Valid induction proof with correct edge count after leaf removal.,easy
9,4,Prove that every tree with n vertices has n-1 edges.,graph theory,3,gpt-4.1-mini,0.8,"
Prove the following theorem rigorously.

Theorem:
Prove that every tree with n vertices has n-1 edges.

Instructions:
- Give a clear mathematical proof.
- Do not skip important logical steps.
- Do not mention that you are an AI.
- End the proof clearly.
","**Theorem:** Every tree with \( n \) vertices has \( n - 1 \) edges.

---

**Proof:**

We proceed by mathematical induction on the number of vertices \( n \).

---

**Base Case:**

- For \( n = 1 \), the tree has exactly one vertex and no edges.
- The number of edges is \( 0 \), which equals \( 1 - 1 \).
- Hence, the statement holds for \( n = 1 \).

---

**Inductive Hypothesis:**

Assume that every tree with \( k \) vertices has exactly \( k - 1 \) edges for some integer \( k \geq 1 \).

---

**Inductive Step:**

We need to prove that every tree with \( k + 1 \) vertices has \( (k + 1) - 1 = k \) edges.

Let \( T \) be a tree with \( k + 1 \) vertices.

- Since \( T \) is a tree, it is connected and contains no cycles.
- Consider any leaf vertex \( v \) in \( T \). A leaf is a vertex with degree 1 (except if \( k+1=1 \), which is the base case already handled).
  
  - Such a leaf must exist because every tree with at least two vertices has at least one leaf.
  
- Remove this leaf \( v \) and the edge \( e \) incident to it from \( T \).

Call the resulting graph \( T' \).

- \( T' \) has \( k \) vertices.
- \( T' \) is still a tree:
  - It is connected because removing a leaf and its incident edge cannot disconnect the remaining vertices.
  - It contains no cycles because \( T \) had none and removing edges cannot create new cycles.

By the inductive hypothesis, \( T' \) has \( k - 1 \) edges.

Since \( T \) was formed by adding vertex \( v \) and the edge \( e \) to \( T' \), the number of edges in \( T \) is
\[
(k - 1) + 1 = k.
\]

---

**Conclusion:**

By the principle of mathematical induction, every tree with \( n \) vertices has exactly \( n - 1 \) edges.

\[
\boxed{}
\]

This completes the proof.",375,6,True,False,False,False,True,False,induction,induction,1.0,none,Valid induction proof; uses standard fact that a nontrivial tree has a leaf.,easy
